Mean,Count,Service Time
189,1,0.0037899017333984375
189,2,0.0032448768615722656
189,3,0.07631707191467285
189,4,0.04593205451965332
189,5,0.03540611267089844
189,6,0.022827863693237305
189,7,0.027328014373779297
189,8,0.025555133819580078
189,9,0.05205106735229492
189,10,0.028029918670654297
189,11,0.03403615951538086
189,12,0.033145904541015625
189,13,0.03894805908203125
189,14,0.017214059829711914
189,15,0.0658559799194336
189,16,0.027842998504638672
189,17,0.031826019287109375
189,18,0.08291101455688477
189,19,0.10848712921142578
189,20,0.05009102821350098
189,21,0.05749011039733887
189,22,0.04674983024597168
189,23,0.05137205123901367
189,24,0.038967132568359375
189,25,0.009248018264770508
189,26,0.03867697715759277
189,27,0.02340388298034668
189,28,0.03446483612060547
189,29,0.02590799331665039
189,30,0.010120153427124023
189,31,0.05139493942260742
189,32,0.028202056884765625
189,33,0.0358128547668457
189,34,0.02785801887512207
189,35,0.018963098526000977
189,36,0.03777194023132324
189,37,0.0683438777923584
189,38,0.030462026596069336
189,39,0.055058956146240234
189,40,0.051512956619262695
189,41,0.04507589340209961
189,42,0.058122873306274414
189,43,0.0341649055480957
189,44,0.058367013931274414
189,45,0.06275415420532227
189,46,0.058917999267578125
189,47,0.07018709182739258
189,48,0.03299689292907715
189,49,0.04458284378051758
189,50,0.022188901901245117
189,51,0.04738306999206543
189,52,0.039209842681884766
189,53,0.025693893432617188
189,54,0.03659200668334961
189,55,0.01802802085876465
189,56,0.014256954193115234
189,57,0.033965110778808594
189,58,0.03987693786621094
189,59,0.024662017822265625
189,60,0.040513038635253906
189,61,0.04300689697265625
189,62,0.04139399528503418
189,63,0.03040909767150879
189,64,0.05726003646850586
189,65,0.054991960525512695
189,66,0.040901899337768555
189,67,0.0261688232421875
189,68,0.03767704963684082
189,69,0.021121978759765625
189,70,0.034867048263549805
189,71,0.03144407272338867
189,72,0.09220194816589355
189,73,0.09780693054199219
189,74,0.10061097145080566
189,75,0.0494081974029541
189,76,0.03334498405456543
189,77,0.018385887145996094
189,78,0.03542613983154297
189,79,0.06026482582092285
189,80,0.04888176918029785
189,81,0.020299911499023438
189,82,0.05901288986206055
189,83,0.02478480339050293
189,84,0.04827404022216797
189,85,0.045950889587402344
