Mean,Count,Service Time
75.49999,1,0.015446186065673828
75.49999,2,0.030282974243164062
75.49999,3,0.04524993896484375
75.49999,4,0.033761024475097656
75.49999,5,0.03816795349121094
75.49999,6,0.05427694320678711
75.49999,7,0.08088278770446777
75.49999,8,0.06297802925109863
75.49999,9,0.04139900207519531
75.49999,10,0.04010581970214844
75.49999,11,0.022938013076782227
75.49999,12,0.02236795425415039
75.49999,13,0.045526981353759766
75.49999,14,0.04024004936218262
75.49999,15,0.03601789474487305
75.49999,16,0.053440093994140625
75.49999,17,0.07749104499816895
75.49999,18,0.02437305450439453
75.49999,19,0.022333860397338867
75.49999,20,0.06423091888427734
75.49999,21,0.03659391403198242
75.49999,22,0.018417835235595703
75.49999,23,0.05308699607849121
75.49999,24,0.016867876052856445
75.49999,25,0.0422060489654541
75.49999,26,0.03474903106689453
75.49999,27,0.06530404090881348
75.49999,28,0.0748131275177002
75.49999,29,0.05515599250793457
75.49999,30,0.06677508354187012
75.49999,31,0.031594038009643555
75.49999,32,0.08062005043029785
75.49999,33,0.026546955108642578
75.49999,34,0.10740303993225098
75.49999,35,0.011556863784790039
75.49999,36,0.028442859649658203
75.49999,37,0.06596016883850098
75.49999,38,0.04919695854187012
75.49999,39,0.043334007263183594
75.49999,40,0.057868003845214844
75.49999,41,0.029495954513549805
75.49999,42,0.0648200511932373
75.49999,43,0.09045100212097168
75.49999,44,0.02227306365966797
75.49999,45,0.03308892250061035
75.49999,46,0.019717931747436523
75.49999,47,0.07607197761535645
75.49999,48,0.05493783950805664
75.49999,49,0.05254507064819336
75.49999,50,0.06264710426330566
75.49999,51,0.02768111228942871
75.49999,52,0.04426908493041992
75.49999,53,0.027507781982421875
75.49999,54,0.043154001235961914
75.49999,55,0.09623908996582031
75.49999,56,0.0825650691986084
75.49999,57,0.03252100944519043
75.49999,58,0.06783199310302734
75.49999,59,0.043321847915649414
75.49999,60,0.1043391227722168
75.49999,61,0.034034013748168945
75.49999,62,0.05503392219543457
75.49999,63,0.0578920841217041
75.49999,64,0.06725311279296875
75.49999,65,0.07117104530334473
75.49999,66,0.03750920295715332
75.49999,67,0.062116146087646484
75.49999,68,0.1164238452911377
75.49999,69,0.022119998931884766
75.49999,70,0.032315969467163086
75.49999,71,0.06954717636108398
75.49999,72,2.166637897491455
75.49999,73,0.040556907653808594
75.49999,74,0.47208189964294434
75.49999,75,0.050193071365356445
75.49999,76,0.04756307601928711
75.49999,77,0.02812814712524414
75.49999,78,0.052642822265625
75.49999,79,2.5624308586120605
75.49999,80,0.028689146041870117
75.49999,81,0.049479007720947266
75.49999,82,0.06338882446289062
75.49999,83,0.03886103630065918
75.49999,84,0.031992197036743164
75.49999,85,0.020051956176757812
75.49999,86,0.07361316680908203
75.49999,87,0.056765079498291016
75.49999,88,0.11015486717224121
75.49999,89,0.05000495910644531
75.49999,90,0.05019712448120117
75.49999,91,0.049098968505859375
75.49999,92,0.023014068603515625
75.49999,93,0.06086993217468262
75.49999,94,0.025832176208496094
75.49999,95,0.03498506546020508
75.49999,96,0.05359601974487305
75.49999,97,0.03620791435241699
75.49999,98,0.09534192085266113
75.49999,99,0.027199983596801758
75.49999,100,0.053503990173339844
75.49999,101,0.05545806884765625
75.49999,102,0.03191804885864258
75.49999,103,0.024631023406982422
75.49999,104,0.051496028900146484
75.49999,105,0.028573989868164062
75.49999,106,0.03205585479736328
75.49999,107,0.038050174713134766
75.49999,108,0.0541231632232666
75.49999,109,0.030755996704101562
75.49999,110,0.03635883331298828
75.49999,111,0.016703128814697266
75.49999,112,0.03576397895812988
75.49999,113,0.02830195426940918
75.49999,114,0.03314208984375
75.49999,115,0.06938886642456055
75.49999,116,0.036653995513916016
75.49999,117,0.04242706298828125
75.49999,118,0.04038190841674805
75.49999,119,0.017467975616455078
75.49999,120,0.01430201530456543
75.49999,121,0.04235696792602539
75.49999,122,0.03468513488769531
75.49999,123,0.03277897834777832
75.49999,124,0.04086589813232422
75.49999,125,0.03150200843811035
75.49999,126,0.04172992706298828
75.49999,127,0.03396105766296387
75.49999,128,0.03936004638671875
75.49999,129,0.028069019317626953
75.49999,130,0.034219980239868164
75.49999,131,0.022136926651000977
75.49999,132,0.03168892860412598
75.49999,133,0.06152009963989258
75.49999,134,0.029241085052490234
75.49999,135,0.01999688148498535
75.49999,136,0.06601905822753906
75.49999,137,0.057533979415893555
75.49999,138,0.03444314002990723
75.49999,139,0.06044602394104004
75.49999,140,0.050694942474365234
75.49999,141,0.04282808303833008
75.49999,142,0.1961348056793213
75.49999,143,0.07428407669067383
75.49999,144,0.06812691688537598
75.49999,145,0.05825209617614746
75.49999,146,0.05568408966064453
75.49999,147,0.0354461669921875
75.49999,148,0.0677640438079834
75.49999,149,0.059819936752319336
75.49999,150,0.05318307876586914
75.49999,151,0.09794807434082031
75.49999,152,0.0684971809387207
75.49999,153,0.02254796028137207
75.49999,154,0.03703808784484863
75.49999,155,0.025381088256835938
75.49999,156,0.04485511779785156
75.49999,157,0.02502894401550293
75.49999,158,0.05395317077636719
75.49999,159,0.037841081619262695
75.49999,160,0.03090190887451172
75.49999,161,0.0655369758605957
75.49999,162,0.07619905471801758
75.49999,163,0.1135108470916748
75.49999,164,0.06625890731811523
75.49999,165,0.06760406494140625
75.49999,166,0.0921931266784668
75.49999,167,0.033891916275024414
75.49999,168,0.03817009925842285
75.49999,169,0.047204017639160156
75.49999,170,0.040847063064575195
75.49999,171,0.055409908294677734
75.49999,172,0.035987138748168945
75.49999,173,0.047911882400512695
75.49999,174,0.055088043212890625
75.49999,175,0.03504800796508789
75.49999,176,0.043135881423950195
75.49999,177,0.045577049255371094
75.49999,178,0.0404360294342041
75.49999,179,0.03718996047973633
75.49999,180,0.030694007873535156
75.49999,181,0.3581869602203369
75.49999,182,0.03264307975769043
75.49999,183,0.022778034210205078
75.49999,184,0.04161405563354492
75.49999,185,0.0276639461517334
75.49999,186,5.4617600440979
75.49999,187,0.023602008819580078
75.49999,188,0.04921889305114746
75.49999,189,0.06165909767150879
75.49999,190,0.055799007415771484
75.49999,191,0.05422711372375488
75.49999,192,0.0339360237121582
75.49999,193,0.05831003189086914
75.49999,194,0.0534360408782959
75.49999,195,0.07839608192443848
75.49999,196,0.08174800872802734
75.49999,197,0.08361101150512695
75.49999,198,0.051629066467285156
75.49999,199,0.0793008804321289
75.49999,200,0.1274259090423584
75.49999,201,0.061441898345947266
75.49999,202,0.03185296058654785
75.49999,203,0.06372690200805664
75.49999,204,0.061344146728515625
75.49999,205,0.04193520545959473
75.49999,206,0.06003212928771973
75.49999,207,0.08055305480957031
75.49999,208,0.04219484329223633
75.49999,209,0.040724992752075195
75.49999,210,0.022610187530517578
75.49999,211,0.032888174057006836
75.49999,212,0.04805397987365723
75.49999,213,0.045179128646850586
75.49999,214,0.07812881469726562
75.49999,215,0.031158924102783203
75.49999,216,0.058657169342041016
75.49999,217,0.02604508399963379
75.49999,218,0.04359698295593262
75.49999,219,0.04614591598510742
75.49999,220,0.06582307815551758
75.49999,221,0.05646204948425293
75.49999,222,0.04171490669250488
75.49999,223,0.035713911056518555
75.49999,224,0.05829787254333496
75.49999,225,0.04159998893737793
75.49999,226,0.04145407676696777
75.49999,227,0.052496910095214844
75.49999,228,0.05365896224975586
75.49999,229,0.040843963623046875
75.49999,230,0.03469514846801758
75.49999,231,0.02293109893798828
75.49999,232,0.010478019714355469
75.49999,233,0.03783106803894043
75.49999,234,0.0433199405670166
75.49999,235,0.04304099082946777
75.49999,236,0.06565999984741211
75.49999,237,0.022214889526367188
75.49999,238,0.044528961181640625
75.49999,239,0.016826868057250977
75.49999,240,0.0368349552154541
75.49999,241,0.022883892059326172
75.49999,242,0.028293132781982422
75.49999,243,0.06515693664550781
75.49999,244,0.039778947830200195
75.49999,245,0.04983997344970703
75.49999,246,0.03458285331726074
75.49999,247,0.6375141143798828
75.49999,248,0.6292619705200195
75.49999,249,0.030537843704223633
75.49999,250,0.024554967880249023
75.49999,251,0.05749821662902832
75.49999,252,0.055518150329589844
75.49999,253,0.019036054611206055
75.49999,254,0.061797142028808594
75.49999,255,0.04978585243225098
75.49999,256,0.06395196914672852
75.49999,257,0.04830312728881836
75.49999,258,0.028876066207885742
75.49999,259,0.020133018493652344
75.49999,260,0.01963019371032715
75.49999,261,0.027110815048217773
75.49999,262,0.05106019973754883
75.49999,263,0.0520479679107666
75.49999,264,0.041712045669555664
75.49999,265,0.03708910942077637
75.49999,266,0.06544899940490723
75.49999,267,0.04140782356262207
75.49999,268,0.04675006866455078
75.49999,269,0.07085704803466797
75.49999,270,0.027859926223754883
75.49999,271,0.04874897003173828
75.49999,272,0.04144906997680664
75.49999,273,0.034696102142333984
75.49999,274,0.042465925216674805
75.49999,275,0.039396047592163086
75.49999,276,0.03644299507141113
75.49999,277,0.048516035079956055
75.49999,278,0.036776065826416016
75.49999,279,0.08516812324523926
75.49999,280,0.04877781867980957
75.49999,281,0.059723854064941406
75.49999,282,0.048403024673461914
75.49999,283,0.01883387565612793
75.49999,284,0.026192903518676758
75.49999,285,0.03847002983093262
75.49999,286,0.052742958068847656
75.49999,287,0.08773398399353027
75.49999,288,0.08359408378601074
75.49999,289,0.15426015853881836
75.49999,290,0.0628199577331543
75.49999,291,0.05968809127807617
75.49999,292,0.0550539493560791
75.49999,293,0.0455629825592041
75.49999,294,0.049160003662109375
75.49999,295,0.06329822540283203
75.49999,296,0.04639911651611328
75.49999,297,0.07222604751586914
75.49999,298,0.0989680290222168
75.49999,299,0.09372496604919434
75.49999,300,0.07111096382141113
75.49999,301,0.026552915573120117
75.49999,302,0.06950902938842773
75.49999,303,0.036685943603515625
75.49999,304,0.07915902137756348
75.49999,305,0.0951850414276123
75.49999,306,0.06145906448364258
75.49999,307,0.050882816314697266
75.49999,308,0.03183102607727051
75.49999,309,0.04801797866821289
75.49999,310,0.022884130477905273
75.49999,311,0.033193111419677734
75.49999,312,0.03705310821533203
75.49999,313,0.0352170467376709
75.49999,314,0.03331279754638672
75.49999,315,0.022060871124267578
75.49999,316,0.04458284378051758
75.49999,317,0.02432990074157715
75.49999,318,0.047804832458496094
75.49999,319,0.0471038818359375
75.49999,320,0.024441003799438477
75.49999,321,0.033496856689453125
75.49999,322,0.036306142807006836
75.49999,323,0.02496814727783203
75.49999,324,0.03713703155517578
75.49999,325,0.05742812156677246
75.49999,326,0.07329297065734863
75.49999,327,0.0587310791015625
75.49999,328,0.05818796157836914
75.49999,329,0.028358936309814453
75.49999,330,0.024154186248779297
75.49999,331,0.04642319679260254
75.49999,332,0.04713892936706543
75.49999,333,0.07074403762817383
75.49999,334,0.039086103439331055
75.49999,335,0.04441118240356445
75.49999,336,0.0430150032043457
75.49999,337,0.027064085006713867
75.49999,338,0.03750419616699219
75.49999,339,0.06872081756591797
75.49999,340,0.057099103927612305
75.49999,341,0.03202700614929199
75.49999,342,0.05556797981262207
75.49999,343,0.05913901329040527
75.49999,344,0.05626988410949707
