Arrival Rate,Service Time
10,0.0026094198226928713
20,0.002481675148010254
40,0.016772532463073732
80,0.021381115913391112
160,0.019721078872680663
320,0.0255279541015625
640,0.0388296365737915
1280,0.031180906295776366
2560,0.02244844436645508
5120,0.013657426834106446
10240,0.018790578842163085
20480,0.06205132007598877
40960,0.06578981876373291
81920,0.4055577516555786
163840,0.031307339668273926
327680,0.031504702568054196
655360,0.06002638339996338
