Arrival Rate,Service Time
10,0.007659316062927246
20,0.014310169219970702
40,0.034330224990844725
80,0.08988351821899414
160,0.037946105003356934
320,0.04074184894561768
640,0.1214015007019043
1280,0.0651273250579834
2560,0.060082101821899415
5120,0.07544600963592529
10240,0.19787263870239258
20480,0.11046264171600342
40960,0.10558030605316163
81920,0.05234832763671875
163840,0.07173402309417724
327680,0.16408979892730713
655360,0.10206260681152343
