Arrival Rate,Service Time,Throughput
1,0.045800514221191406,78601
2,0.05741354465484619,62702
4,0.07075523853302002,50879
8,0.07538312435150146,47756
16,0.534509916305542,6735
32,1.0121898317337037,3556
64,1.665568037033081,2161
128,1.8189212274551392,1979
256,1.8235707902908325,1974
512,1.4841476726531981,2425
