Delete_Lag,Correlation
1,0.01861268589664086
2,0.039051138192907155
3,-0.012282570890714866
4,0.014798002021887151
5,0.01822119828613976
6,0.020425849233527058
7,0.01493813447403947
8,0.016012281178735998
9,-0.011105269530507708
10,0.10536648694595953
11,-0.009974995644506494
12,0.041710679528097094
13,0.04256130582239238
14,0.014236401748360552
15,0.01794321331128313
16,0.0470117945449487
17,0.013008753221473107
18,0.020180072661196743
19,-0.012963435266200305
20,0.048916880038827076
21,-0.012576888978439798
22,0.06448207890436025
23,0.015135709215570125
24,0.09771719901036915
25,0.016727637749917736
26,0.044350848436197285
27,0.04755662319525883
28,-0.012613961340340946
29,0.01597972666639139
30,0.019206878043094806
31,-0.012486753898260868
32,-0.01272807375902665
33,-0.013392555373186302
34,0.04877064875879691
35,0.04976977918390172
36,0.018788960376031342
37,0.021837455226988673
38,-0.013041401821556784
39,0.04379121153479401
40,0.02145396348838063
41,0.0549623054373078
42,0.016201274540711484
43,0.015517635378981797
44,0.01970669432667928
45,-0.01217877895535022
46,-0.01228482094127537
47,-0.01125887496837979
48,0.08624391200632521
49,0.045577153913022736
50,-0.011910721029275675
51,-0.012489770374955146
52,-0.011804195517857536
53,0.0216950124498727
54,0.10885077669423736
55,0.017920257196340023
56,-0.011674361212985124
57,-0.011662045938491038
58,-0.011630259290008053
59,0.048015054951832975
60,0.019472075581885507
61,0.05515083246645952
62,-0.011907521237419597
63,0.035619086926823314
64,-0.01150712133030508
65,0.016953402580867322
66,0.05353046987801439
67,0.01670705597824021
68,-0.012033739552610771
69,0.016080777468727384
70,0.020263261715958557
71,-0.011944215652065049
72,-0.01186394860832984
73,-0.01241158736275261
74,-0.011285204496174444
75,0.04950952896826596
76,0.02540974082746733
77,-0.012206488412522153
78,-0.011245420586284109
79,0.019967728967894696
80,-0.011640323603586527
81,-0.01171847341967861
82,0.07547614859821812
83,0.08518396305716637
84,-0.010793542933334217
85,0.03788416663142048
86,-0.01134239755076784
87,0.037378888233132936
88,-0.010544224965622611
89,-0.010066994299784495
90,-0.010583756984291277
91,-0.009404927132062127
92,0.050807725473758954
93,0.021191851456673565
94,-0.011429540499210954
95,0.02067955218285828
96,0.02813634087834339
97,-0.010570411467463707
98,-0.010512933220074351
99,0.05592872494591265
100,-0.0105250079634563
101,-0.010333531369448902
102,0.02793558889594906
103,-0.009956771056028942
104,-0.009983725516145313
105,-0.009704732253050685
106,-0.009590060360814421
107,-0.009353229760912449
108,-0.009418316525353826
109,0.02037709333063437
110,-0.00894079862377191
111,-0.008791353267549188
112,-0.009366572302163487
113,-0.009149343319161547
114,-0.009739899413523403
115,-0.009200703057600167
116,-0.009217849383602154
117,0.026112805303076254
118,-0.009451898733564662
119,-0.009120685927514903
120,0.029475995149683312
121,-0.009259551196650378
122,-0.009348206116690976
123,0.026025714434816324
124,-0.009437721652522513
125,-0.008997489648943932
126,-0.00692065217514054
127,0.053327308348107644
128,-0.008219012179362429
129,-0.009336013410290866
130,-0.00918145267667448
131,-0.009337666984477746
132,-0.008882748337795706
133,-0.008485128971957221
134,-0.009297125565293907
135,-0.008885597890977872
136,0.08512369169865538
137,0.0491273076849858
138,-0.008143915156955017
139,-0.0090756530992353
140,-0.008749137105377367
141,-0.009084253953257451
142,-0.008815503868232915
143,0.026415735089138467
144,-0.008426915602648364
145,-0.006411800177903701
146,0.05031235049413768
147,-0.005649003699239706
148,-0.0069310196055352965
149,-0.00834757897548488
150,-0.009316858676446325
151,-0.008627257553526184
152,-0.00927911122399638
153,0.026040106629972175
154,-0.008294896970917155
155,-0.008460687255378777
156,-0.007691466463898808
157,-0.008402181843096506
158,0.026304833995710077
159,-0.008332946842450575
160,-0.008979180164375173
161,-0.008750103949999593
162,-0.008354994706855934
163,-0.008028396074925493
164,-0.00814333405732317
165,0.02332420765894128
166,0.023846758586254638
167,-0.0074460179335908445
168,-0.007414538736227578
169,0.04418652138689131
170,-0.008075095355517344
171,0.04410059493917158
